X,Y,insee,nom,wikipedia,surf_ha,icon_url,Effectifs avec Micro_Zone emploi,Effectifs avec Micro_Agroalimentaire,"Effectifs avec Micro_Bijouterie, joaillerie",Effectifs avec Micro_Bois,Effectifs avec Micro_Chimie,"Effectifs avec Micro_Conseil, ingénierie, recherche",Effectifs avec Micro_Construction/BTP/Génie urbain/Architecture,Effectifs avec Micro_Eau et déchets,Effectifs avec Micro_Electrique/Electronique (dont optique),Effectifs avec Micro_Emballage,Effectifs avec Micro_Energie,"Effectifs avec Micro_Management, conseil, finances",Effectifs avec Micro_Mécanique-Métallurgie,Effectifs avec Micro_Meubles,"Effectifs avec Micro_Numérique, TIC, audiovisuel",Effectifs avec Micro_Papier-carton,Effectifs avec Micro_Plasturgie,"Effectifs avec Micro_Santé (dont pharmacie, technologies médicales, R&D en biotech)",Effectifs avec Micro_Sous-traitance industrielle,Effectifs avec Micro_Sous-traitance industrielle (coeur de l'activité),Effectifs avec Micro_Sport / Loisirs,Effectifs avec Micro_Textile-habillement-cuir chaussures,Effectifs avec Micro_Tourisme,Effectifs avec Micro_Transport de marchandises/Logistique,Effectifs avec Micro_(vide)
3.99576421153156,46.0819231119256,"42284",Saint-Romain-la-Motte,fr:Saint-Romain-la-Motte,2796.000000000000000,./0.png,Roanne,"0",,"4",,"1","9",,,,"0","0","12",,"1",,"0",,"0",,,"0","8","41","4"
3.97553419200751,45.9922130333827,"42120",Lentigny,fr:Lentigny (Loire),1148.000000000000000,./0.png,Roanne,"9",,,,"4","50",,,,,,,,,,,,,,"0",,"4","0","56"
3.93726957105376,46.1825592865461,"42337",Vivans,fr:Vivans,2554.000000000000000,./0.png,Roanne,"0",,,,,"1","0",,,"1",,"0",,,,,,,,,,"0","1","11"
3.99008602395061,45.8801125041518,"42303",Souternon,fr:Souternon,1711.000000000000000,./0.png,La Plaine du Forez,,,,,,"0",,,,,,,,"0",,,,,,,,,,"0"
4.52742763286393,46.1644824691504,"69261",Vernay,fr:Vernay (Rhône),554.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.72550310070443,46.1537038887841,"69065",Corcelles-en-Beaujolais,fr:Corcelles-en-Beaujolais,934.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.77402564952873,46.153720065462,"69077",Dracé,fr:Dracé,1488.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.64227353202745,46.1472776676603,"69165",Régnié-Durette,fr:Régnié-Durette,1169.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.58385270232275,46.1569025802064,"69018",Beaujeu,fr:Beaujeu (Rhône),1769.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.46097979008053,46.1423712863663,"69160",Poule-les-Écharmeaux,fr:Poule-les-Écharmeaux,3133.000000000000000,./0.png,Tarare,"0",,"5",,"0","30","7",,,,"0","4",,,"0",,,,,,,"6","7","5"
4.49414300568153,45.8924639363328,"69157",Vindry-sur-Turdine,fr:Vindry-sur-Turdine,2380.000000000000000,./0.png,Tarare,"17",,,,"2","419","16",,,"0","4","77","0","1","1","36",,"0",,"7","19","34","64","267"
4.5725152642745,45.9356671801677,"69024",Val d'Oingt,fr:Val d'Oingt,1828.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.51971563513114,45.9219736054077,"69239",Saint-Vérand,fr:Saint-Vérand (Rhône),1757.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.52117257395578,45.9485615652646,"69245",Ternand,fr:Ternand,1072.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.42129505869356,45.9473829967984,"69254",Valsonne,fr:Valsonne,1834.000000000000000,./0.png,Tarare,"1",,"8",,"0","4","0",,,"0","0","2",,"0",,,,,,,,"2","0","23"
4.45983966140014,45.9253156366035,"69188",Saint-Clément-sur-Valsonne,fr:Saint-Clément-sur-Valsonne,1457.000000000000000,./0.png,Tarare,"30",,"1",,"0","20",,,,"0",,,,"0",,,,,,,"0","4","8","4"
4.60119535397975,45.9257833816612,"69134",Moiré,fr:Moiré (Rhône),204.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.37354777617092,45.9239887853178,"69174",Les Sauvages,fr:Les Sauvages (Rhône),1253.000000000000000,./0.png,Tarare,,,,"5","0","0",,,,,"0",,,"0",,,,,,"0",,"2","0","22"
4.36772318297266,45.8903576386588,"69102",Joux,fr:Joux,2504.000000000000000,./0.png,Tarare,,,"0",,,"15",,,,"0","0","0",,"1",,,,"0",,,"0","5","0","50"
4.62032848695146,45.9090968516239,"69017",Bagnols,fr:Bagnols (Rhône),745.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.63106775867796,45.9222994591095,"69090",Frontenas,fr:Frontenas,349.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.57494659613779,45.9043064992483,"69111",Légny,fr:Légny,407.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.42379183522678,45.90360807711,"69243",Tarare,fr:Tarare (Rhône),1408.000000000000000,./0.png,Tarare,"356","0",,,"17","802","0",,,"0","120","10",,"7",,,"35",,"45","9","114","96","149","481"
4.68866328368534,45.9576988840368,"69156",Pommiers,fr:Pommiers (Rhône),785.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.73098284759962,45.9872075376188,"69264",Villefranche-sur-Saône,fr:Villefranche-sur-Saône,948.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.65172246159621,46.0047384669074,"69074",Denicé,fr:Denicé,944.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.71884966691167,45.9722154225903,"69115",Limas,fr:Limas,556.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.68781234653073,45.9910306704674,"69092",Gleizé,fr:Gleizé,1048.000000000000000,./0.png,Villefranche-sur-Saône,,,,,,,,,,,,,,,,,,,,,,,,"1"
4.70820576493196,45.9425245386097,"69009",Anse,fr:Anse (Rhône),1531.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.67927285870878,45.9273574338836,"69106",Lachassagne,fr:Lachassagne,354.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.67550980420863,45.9142165407369,"69126",Marcy,fr:Marcy (Rhône),333.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.6537952936214,45.9170877813876,"69004",Alix,fr:Alix (Rhône),362.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.66066762236205,45.8913979405681,"69047",Charnay,fr:Charnay (Rhône),723.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.70868591200515,45.9133537198944,"69122",Lucenay,fr:Lucenay,643.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.64910960066612,45.9646631436519,"69159",Porte des Pierres Dorées,fr:Porte des Pierres Dorées,1352.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.62705555041297,45.9406699321974,"69246",Theizé,fr:Theizé,1189.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.6465568567563,45.986390578796,"69105",Lacenas,fr:Lacenas,334.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.05975398221441,45.9953611831304,"42069",Commelle-Vernay,fr:Commelle-Vernay,1290.000000000000000,./0.png,Roanne,"4",,,,"0","30","4","0",,"3","1","32",,"0",,,,,,,"10","8","14","68"
4.05952712742512,45.9426508036496,"42070",Cordelle,fr:Cordelle,2677.000000000000000,./0.png,Roanne,"1",,,,"0","4",,,,,"2",,,,,,,,,,,"0","1","15"
4.05388306566299,45.8879505222665,"42268",Vézelin-sur-Loire,fr:Vézelin-sur-Loire,3965.000000000000000,./0.png,La Plaine du Forez,,,,,"0","7",,,,"0","0",,,,,,,,,"0",,"1","0","4"
4.56254776373843,45.9715926136468,"69230",Sainte-Paule,fr:Sainte-Paule (Rhône),769.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.45337647418337,46.0000053179799,"69217",Saint-Just-d'Avray,fr:Saint-Just-d'Avray,1760.000000000000000,./0.png,Tarare,"0",,"2",,"0","17",,,,,,"7",,"0",,"15",,,,,,"0","7","3"
4.5978638024998,45.9703827833349,"69265",Ville-sur-Jarnioux,fr:Ville-sur-Jarnioux,1025.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.58093071303439,46.0064899789219,"69167",Rivolet,fr:Rivolet,1611.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.60982918502135,45.9874244473086,"69061",Cogny,fr:Cogny (Rhône),588.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.52717951474419,45.9721827324264,"69113",Létra,fr:Létra,1470.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.38988274165072,45.9875959129488,"69169",Ronno,fr:Ronno,2302.000000000000000,./0.png,Tarare,,,"9",,"0","5",,,,"0",,"0",,"0",,,,,,,,"6","1","2"
4.42650811716324,45.9771611555274,"69181",Saint-Appolinaire,fr:Saint-Appolinaire (Rhône),573.000000000000000,./0.png,Tarare,,,,,,"4","0",,,"0","0",,,,,,,,,,,"0",,"0"
4.49895161641309,45.9845209753468,"69039",Chamelet,fr:Chamelet,1474.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.46067245675142,45.9626732484999,"69075",Dième,fr:Dième,897.000000000000000,./0.png,Tarare,,,,,,"0",,,,,,,,,,,,,,,,"0",,"0"
4.14450767423603,46.0403239580945,"42170",Perreux,fr:Perreux (Loire),4147.000000000000000,./0.png,Roanne,"60","0",,,"0","103","2",,,"0","2","0","12","0",,,,,,,"1","23","105","221"
4.61598727971535,45.8604221569689,"69208",Saint-Germain-Nuelles,fr:Saint-Germain-Nuelles,867.000000000000000,./0.png,Lyon,"9","0",,,"723","71",,,,"0","0","52","0","1",,,"0","0",,"1",,"0","3","53"
4.52940423450411,45.8558747077846,"69234",Saint-Romain-de-Popey,fr:Saint-Romain-de-Popey,1708.000000000000000,./0.png,Tarare,"37",,,,"2","62",,,,"0","0","11",,"3","8",,,,,,"14","1","102","37"
4.46298788073311,45.8539881835371,"69200",Saint-Forgeux,fr:Saint-Forgeux,2226.000000000000000,./0.png,Tarare,"0",,,,"0","31",,,,,"0","0","0","0",,,,,,,"14","1","148","17"
4.6678101780131,45.8674867913274,"69020",Belmont-d'Azergues,fr:Belmont-d'Azergues,155.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.79452621561899,45.8554544496139,"69153",Poleymieux-au-Mont-d'Or,fr:Poleymieux-au-Mont-d'Or,633.000000000000000,./0.png,Lyon,"0","1",,"0","0","11",,,,,"0",,,"3",,,,,,"0",,"4","0","0"
4.70910576297564,45.8761974209998,"69052",Chazay-d'Azergues,fr:Chazay-d'Azergues,596.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.73071116885698,45.8686139300529,"69125",Marcilly-d'Azergues,fr:Marcilly-d'Azergues,423.000000000000000,./0.png,Lyon,"0",,"2",,"3","86",,,,,"0","18",,"11",,,,"7",,"7","0","7","97","103"
4.71113939436055,45.8547257446277,"69059",Civrieux-d'Azergues,fr:Civrieux-d'Azergues,497.000000000000000,./0.png,Lyon,"1",,,,"1","153","0",,,,"12","63",,"8",,,"20","5",,"5","0","105","87","382"
4.64201062865115,45.8707389427344,"69050",Châtillon,fr:Châtillon (Rhône),1078.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.6847641458116,45.8528888551803,"69121",Lozanne,fr:Lozanne,553.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.58062560552692,45.8592965785547,"69032",Bully,fr:Bully (Rhône),1278.000000000000000,./0.png,Lyon,"14",,,,"0","60","0",,,"0","0","8","0","1",,,,"5",,,"21","6","59","62"
4.74530635439726,45.8552284238255,"69117",Lissieu,fr:Lissieu,572.000000000000000,./0.png,Lyon,"8",,"0","1","60","97","0",,,,"52","97","0","98",,,"102","25",,"0","18","13","496","396"
4.77057664851086,45.8748693041512,"69049",Chasselay,fr:Chasselay (Rhône),1292.000000000000000,./0.png,Lyon,"7",,,,"2","91","0",,,"0","22",,,"9",,,,,,"0",,"25","3","38"
4.81837013869497,45.8692146046608,"69071",Curis-au-Mont-d'Or,fr:Curis-au-Mont-d'Or,308.000000000000000,./0.png,Lyon,"0","0",,,"35","4",,,,,"0",,,"23",,,,,,,,,"64","14"
4.83063592134972,45.8640676210464,"69003",Albigny-sur-Saône,fr:Albigny-sur-Saône,261.000000000000000,./0.png,Lyon,"0",,,,"1","17","0",,,,"0",,,"19",,,,"3",,"2",,"8","2","39"
4.4132914831792,45.8437666694692,"69001",Affoux,fr:Affoux,1064.000000000000000,./0.png,Tarare,,,,,"0","0",,,,,,,"0","0",,,,,,,,"0","0","0"
4.42246568915749,45.8742396493885,"69225",Saint-Marcel-l'Éclairé,fr:Saint-Marcel-l'Éclairé,1187.000000000000000,./0.png,Tarare,,,,,"1","7",,,,,"0",,,,,,,,,,"43","0","0","7"
4.88400761899533,45.8603457801066,"69033",Cailloux-sur-Fontaines,fr:Cailloux-sur-Fontaines,846.000000000000000,./0.png,Lyon,"2",,,"0","14","222",,"4",,,"23","7","1","11",,,,"2",,"0","1","7","221","127"
4.85087545996907,45.8593952431704,"69085",Fleurieu-sur-Saône,fr:Fleurieu-sur-Saône,295.000000000000000,./0.png,Lyon,"11",,,,"5","11",,"9",,,"0","23","0","4",,,"0","0",,,"5","4","6","82"
4.12753330035205,45.8876657113211,"42241",Saint-Jodard,fr:Saint-Jodard,670.000000000000000,./0.png,Roanne,,,,,,"2",,,,,,,,,,,,,,,"0","3","2","0"
4.13498987673046,45.9331477384268,"42325",Vendranges,fr:Vendranges,1111.000000000000000,./0.png,Roanne,,,,,,"1",,,,"0",,,,,,,,,,,,"0","0","0"
4.13237428901929,46.135017270835,"42177",Pouilly-sous-Charlieu,fr:Pouilly-sous-Charlieu,1640.000000000000000,./0.png,Roanne,"15",,"0","0","2","124","4",,,"0","6","9","20","0",,,,"6","13","0","116","3","23","83"
4.13386944841352,45.8710788929943,"42171",Pinay,fr:Pinay,667.000000000000000,./0.png,Roanne,,,,,"0","11",,,,,"0",,,,,,,,,,,"0","0","1"
4.12766494198302,46.1620687488977,"42267",Saint-Nizier-sous-Charlieu,fr:Saint-Nizier-sous-Charlieu,1306.000000000000000,./0.png,Roanne,"36",,,,,"63","4",,,,"0","330",,,,,,,,"3",,"2","102","134"
4.12419645331815,46.0931926539911,"42338",Vougy,fr:Vougy (Loire),2102.000000000000000,./0.png,Roanne,"6","0",,,"0","35","47",,,,"0","3","18","0",,,,,,,"0","1","5","99"
4.13455112006649,45.9890946293434,"42161",Notre-Dame-de-Boisset,fr:Notre-Dame-de-Boisset,912.000000000000000,./0.png,Roanne,,,,,"0","2","0",,,"0",,,"0","1",,,"0",,,,,"8","0","2"
4.08017668925872,46.0454198133112,"42187",Roanne,fr:Roanne,1609.000000000000000,./0.png,Roanne,"297","11","0","0","600","876","40","5",,"66","1270","1756","2","142","116",,"11","0",,"63","168","282","755","4651"
4.06349110416076,46.0924881113188,"42127",Mably,fr:Mably (Loire),3337.000000000000000,./0.png,Roanne,"214",,"5",,"12","408","32",,,"0","1","69",,"0","32","0",,"17",,"101","102","194","103","703"
4.10758731711343,45.8532769006273,"42226",Saint-Georges-de-Baroille,fr:Saint-Georges-de-Baroille,1537.000000000000000,./0.png,La Plaine du Forez,"0",,,,"0","0","0",,,"0",,,,"0",,,,,,,,,"0","0"
4.07754986593063,46.1475847893436,"42026",Briennon,fr:Briennon,2243.000000000000000,./0.png,Roanne,"21",,,,,"32",,"0",,"0","1","24","0","0",,,"145",,,"0",,"5","11","61"
4.09167787522135,45.9881336348425,"42166",Parigny,fr:Parigny (Loire),920.000000000000000,./0.png,Roanne,"1",,,,"0","82","0",,,"0","0","52",,"28",,,,,,"0",,"4","163","34"
4.10495637711291,45.961729388844,"42212",Saint-Cyr-de-Favières,fr:Saint-Cyr-de-Favières,1424.000000000000000,./0.png,Roanne,,,"0",,"0","19","1",,,"0",,,"7","0",,,,,,,,"5","4","2"
4.83634986919838,45.7549304086421,"69123",Lyon,fr:Lyon,4798.000000000000000,./0.png,Lyon,"2761","466","2","2786","9995","18448","704","344",,"7782","22473","564","39","22153","50","2","2636","185","7","2238","689","16956","9425","72072"
4.89887182968204,45.8205294334391,"69286",Rillieux-la-Pape,fr:Rillieux-la-Pape,1455.000000000000000,./0.png,Lyon,"121","83","0","124","71","1507","307","23",,"109","234","92","34","328","12",,"0","67",,"22","246","495","1051","2344"
4.9617087204881,45.7719770508859,"69275",Décines-Charpieu,fr:Décines-Charpieu,1711.000000000000000,./0.png,Lyon,"114","1",,"3","168","1318","20","48",,"50","149","360","4","308","22","87","422","90","73","261","107","352","994","2453"
4.92669586622162,45.786148273358,"69256",Vaulx-en-Velin,fr:Vaulx-en-Velin,2109.000000000000000,./0.png,Lyon,"272","0","14","3","146","5795","424","123",,"2","581","660","20","229","18",,"242","165","17","240","3","502","2136","9521"
5.04132081083843,45.7912752041891,"69279",Jonage,fr:Jonage,1213.000000000000000,./0.png,Lyon,"16","0",,,"5","1150","0",,,"492","34","94",,"228",,"4","45","111","38","1","0","21","928","295"
5.00629233542882,45.7771600152018,"69282",Meyzieu,fr:Meyzieu,2337.000000000000000,./0.png,Lyon,"339",,"239","128","66","1597","206","16",,"0","118","1500","39","275","136","71","873","149","29","35","3","263","1679","3002"
4.46321104846681,45.8008316921286,"69139",Montrottier,fr:Montrottier,2304.000000000000000,./0.png,Lyon,"2",,"0","16","1","32","0",,,"0","14",,,"0",,,,"202",,,,"2","13","12"
4.74315901804208,45.7800695735012,"69044",Charbonnières-les-Bains,fr:Charbonnières-les-Bains,412.000000000000000,./0.png,Lyon,"43","1",,"1","28","121",,,,,"83","1",,"400",,,,,,"0","0","84","93","229"
4.77262082932566,45.7818676515651,"69081",Écully,fr:Écully,848.000000000000000,./0.png,Lyon,"81","23",,"205","380","792","0","147",,"1","407","20","7","399",,,"42","23",,"107","25","281","542","3927"
4.42667871094622,45.7853800567375,"69120",Longessaigne,fr:Longessaigne,1196.000000000000000,./0.png,Lyon,"15",,,,"0","10",,,,"0","4",,,,,,,,,,,"0","0","8"
4.69272394814207,45.7740961351924,"69190",Sainte-Consorce,fr:Sainte-Consorce,586.000000000000000,./0.png,Lyon,"10",,,"15","16","76","78",,,,"4","127",,"2",,,,,,,"0","22","21","74"
4.59633827736186,45.7733262205253,"69057",Chevinay,fr:Chevinay,879.000000000000000,./0.png,Lyon,,,,,"0","3",,,,,"0",,,,,,,,,,,"0","0","1"
4.61664843549785,45.7813520984719,"69231",Saint-Pierre-la-Palud,fr:Saint-Pierre-la-Palud,752.000000000000000,./0.png,Lyon,"1",,,"0","0","9",,,,"157","0","2","2","1",,,,,,,"2","5","9","25"
4.546904544976,45.7741999349653,"69021",Bessenay,fr:Bessenay,1397.000000000000000,./0.png,Lyon,"39",,,"0","0","64",,,,"0","1","0",,,,,,,,"1",,"6","20","87"
4.65931643648445,45.768444486537,"69154",Pollionnay,fr:Pollionnay,1576.000000000000000,./0.png,Lyon,"1","1",,,"1","20",,,,"0","1","0",,"1",,,,,,,"0","3","10","184"
4.37955259132896,45.7741849139528,"69038",Chambost-Longessaigne,fr:Chambost-Longessaigne,1540.000000000000000,./0.png,Saint Etienne,"0",,,,"0","27",,,,"0","0",,"3","0",,,,,,,"2","1","4","4"
4.88899127431009,45.771053530471,"69266",Villeurbanne,fr:Villeurbanne,1494.000000000000000,./0.png,Lyon,"341","44","3","0","1321","5450","326","101","30","616","2307","1520","2","5938","45","0","327","1607","17","247","147","1291","2246","14005"
4.42408887631488,46.2801812021546,"69002",Aigueperse,fr:Aigueperse (Rhône),1290.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.55967352139483,46.2348983456041,"69135",Deux-Grosnes,fr:Deux-Grosnes,8373.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.53684645400156,46.189221403581,"69012",Les Ardillats,fr:Les Ardillats,2299.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.39129023648055,46.1988863294279,"42229",Saint-Germain-la-Montagne,fr:Saint-Germain-la-Montagne,1257.000000000000000,./0.png,Tarare,"0",,,,"0","0",,,,,,"0",,,,,,,,,,,"1","2"
4.4093472721822,46.1607133087301,"42014",Belleroche,fr:Belleroche (Loire),1401.000000000000000,./0.png,Tarare,,,,,"0","15",,,,,,,,"0",,,,,,,,"0","10","0"
4.45186829323855,46.1925589236935,"69161",Propières,fr:Propières,1627.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.41387178179021,46.1918187938422,"69016",Azolette,fr:Azolette,427.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.40828473190521,46.2267445522337,"69186",Saint-Clément-de-Vers,fr:Saint-Clément-de-Vers,894.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.47196052267179,46.2664163708552,"69182",Saint-Bonnet-des-Bruyères,fr:Saint-Bonnet-des-Bruyères,2127.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.44079485929576,46.2372574992919,"69209",Saint-Igny-de-Vers,fr:Saint-Igny-de-Vers,2725.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.49123224722263,46.1694998636501,"69054",Chénelette,fr:Chénelette,1101.000000000000000,./0.png,Tarare,"1",,"0",,,"1",,,,,,,,,,,,"0",,,,"0","20","0"
4.37872427584294,45.4302344016494,"42218",Saint-Étienne,fr:Saint-Étienne,8003.000000000000000,./0.png,Saint Etienne,"737","7","24","47","710","4126","241","87","8","1259","2520","1843","96","1295","28","195","474","965","67","327","820","1856","3437","15518"
4.43154986338677,45.3472382730927,"42224",Saint-Genest-Malifaux,fr:Saint-Genest-Malifaux,4700.000000000000000,./0.png,Saint Etienne,"17",,"1",,"1","26","0",,,"2","2","0","3","0",,,,,,"2","11","7","38","85"
4.44882783555747,45.457052784406,"42237",Saint-Jean-Bonnefonds,fr:Saint-Jean-Bonnefonds,1165.000000000000000,./0.png,Saint Etienne,"8",,"24","38","32","382",,,,"0","17","71",,"358",,,"0","16",,"8","7","15","478","643"
4.08254857231485,45.4046074795538,"42266",Saint-Nizier-de-Fornas,fr:Saint-Nizier-de-Fornas,1592.000000000000000,./0.png,Saint Etienne,"2",,"0",,"0","1",,,,,"0",,,,,,,,,,,,"8","0"
4.12681000606408,45.4126902619401,"42001",Aboën,fr:Aboën,894.000000000000000,./0.png,Saint Etienne,,,,,"0","6",,,,,"0",,,,,,,,,,,"3",,"2"
4.23529794168802,45.4146036719604,"42031",Çaloire,fr:Çaloire,480.000000000000000,./0.png,Saint Etienne,,,,,"0","4",,,,,"0",,,,,,,,,,"0","0",,"1"
4.23896922070948,45.396514795524,"42270",Saint-Paul-en-Cornillon,fr:Saint-Paul-en-Cornillon,371.000000000000000,./0.png,Saint Etienne,,,,,"2","3",,,,"0","1",,,"0",,,,,,,"10","15","1","1"
4.36863074128633,45.4037882876502,"42183",La Ricamarie,fr:La Ricamarie,693.000000000000000,./0.png,Saint Etienne,"6",,,"0","0","164","70","35",,"0","6","225","25","122",,,,"93",,"0","68","77","189","466"
4.26856450474671,45.4069169456396,"42316",Unieux,fr:Unieux,853.000000000000000,./0.png,Saint Etienne,"22",,,,"6","47","0",,,,"6","37","3","4",,"4","6","3",,"8","8","17","30","171"
4.61860206205018,46.1548822218441,"69109",Lantignié,fr:Lantignié,745.000000000000000,./0.png,,,,,,,,,,,,,,,,,,,,,,,,,
4.33094992644527,45.4557406711632,"42223",Saint-Genest-Lerpt,fr:Saint-Genest-Lerpt,1274.000000000000000,./0.png,Saint Etienne,"18","0",,,"5","242",,,,,"12","18","0","17",,,"63","14",,"0",,"56","15","117"
4.14313108669539,45.447386804619,"42169",Périgneux,fr:Périgneux,3189.000000000000000,./0.png,Saint Etienne,"1",,"3",,"0","19",,,,"0","3","1","0","0",,,,,,,,"0","2","23"
4.43173502104528,45.3863129333265,"42172",Planfoy,fr:Planfoy,1251.000000000000000,./0.png,Saint Etienne,,,"0",,"0","1",,,,,"0",,,"0",,,,,,,,"2",,"11"
4.18432518361227,45.4079357226637,"42262",Saint-Maurice-en-Gourgois,fr:Saint-Maurice-en-Gourgois,3158.000000000000000,./0.png,Saint Etienne,"9",,"0",,"0","12",,,,"0","0","2","0","0",,,,,,,"0","3","4","6"
4.0167222150878,45.4307307371834,"42091",Estivareilles,fr:Estivareilles (Loire),2276.000000000000000,./0.png,Saint Etienne,"0",,"0","18",,"17",,,,"0",,"1",,,,,,,,"3",,"1","5","6"
4.08316086708525,45.4236903038979,"42312",La Tourette,fr:La Tourette (Loire),569.000000000000000,./0.png,Saint Etienne,,,"0","27",,"20",,,,,"0","2",,,,,"75",,,,,"2","19","52"
4.32490220295808,45.4262211362903,"42189",Roche-la-Molière,fr:Roche-la-Molière,1747.000000000000000,./0.png,Saint Etienne,"41",,,,"96","453","25","13",,"1","27","375","4","372",,"58","3","209","27","7","0","34","164","377"
4.81817993057724,45.8192767374486,"69191",Saint-Cyr-au-Mont-d'Or,fr:Saint-Cyr-au-Mont-d'Or,727.000000000000000,./0.png,Lyon,"5","1",,,"57","19",,,,,"35","402","0","144",,,"0",,,"24","0","86","6","208"
4.50969181988091,45.800244727544,"69216",Saint-Julien-sur-Bibost,fr:Saint-Julien-sur-Bibost,1332.000000000000000,./0.png,Lyon,,,,"0","0","9",,,,"0","0","1",,"0",,,,,,,,"2","0","2"
4.77120765169032,45.8309599333574,"69116",Limonest,fr:Limonest,910.000000000000000,./0.png,Lyon,"276","114","6","122","643","1143","40","140",,"14","367","27","1","3419","0",,,,,"38","12","223","894","1992"
4.67034947745918,45.8124237781338,"69112",Lentilly,fr:Lentilly,1865.000000000000000,./0.png,Lyon,"15","175",,"166","33","455","0","39",,"11","5","34","0","10","22",,"20","27","14","5","6","11","89","375"
4.74693137173186,45.8122086773127,"69072",Dardilly,fr:Dardilly,1407.000000000000000,./0.png,Lyon,"154","16",,"1","712","1196","0","73",,"0","332","384","0","930",,,"67","51","13","19","162","165","1225","1813"
4.59855052097378,45.8118195438262,"69171",Sain-Bel,fr:Sain-Bel,381.000000000000000,./0.png,Lyon,"12",,,,"9","105",,,,"0","1",,"0","0",,,,"16",,"0","1","12","33","112"
4.71234576924862,45.8102466886486,"69250",La Tour-de-Salvagny,fr:La Tour-de-Salvagny,842.000000000000000,./0.png,Lyon,"27","0",,,"97","56","1",,,"1","23","12","1","51",,,,"0",,"19",,"285","37","237"
4.56562076660894,45.8198902078311,"69175",Savigny,fr:Savigny (Rhône),2139.000000000000000,./0.png,Lyon,"3","0",,,"5","83",,"1",,,"10","79","0","3",,"5","748","33",,"2",,"3","132","70"
4.79785885038575,45.8150293797852,"69194",Saint-Didier-au-Mont-d'Or,fr:Saint-Didier-au-Mont-d'Or,833.000000000000000,./0.png,Lyon,"15",,,"75","159","258","0",,,"2","125","3","0","456",,,"16","0",,"0","6","52","369","254"
4.40722457114334,45.8162681001769,"69263",Villechenève,fr:Villechenève,1411.000000000000000,./0.png,Lyon,"159",,,,"2","16",,,,,"0","0",,"0",,,,,,,"0","3","13","6"
4.84263212513101,45.8220726707653,"69063",Collonges-au-Mont-d'Or,fr:Collonges-au-Mont-d'Or,380.000000000000000,./0.png,Lyon,"22","0",,"191","15","140","1",,,,"2","16","8","1",,,,"0",,"0","0","87","14","176"
